onset	duration	stim_file	sti_started	sti_stopped	key_fix
12.0	3	stimtrn_391.mp4	69.3409138999995	72.3492139999998	n/a
18.0	3	stimtrn_392.mp4	75.0580638000001	78.0746147999998	n/a
24.0	3	stimtrn_393.mp4	81.1250362	84.1415368999996	n/a
30.0	3	stimtrn_394.mp4	87.0334209000002	90.0501656999995	n/a
36.0	3	stimtrn_1321.mp4	93.0505960999999	96.0670976999999	n/a
42.0	3	stimtrn_396.mp4	99.0758047999997	102.092365499999	n/a
48.0	3	stimtrn_397.mp4	105.025935399999	108.042643499999	n/a
54.0	3	stimtrn_398.mp4	111.0263892	114.0344456	n/a
60.0	3	stimtrn_399.mp4	117.0596444	120.070836599999	n/a
66.0	3	stimtrn_400.mp4	123.026756799999	126.035010599999	n/a
72.0	3	stimtrn_401.mp4	129.0436319	132.060391799999	n/a
78.0	3	stimtrn_402.mp4	135.0690475	138.079784599999	n/a
84.0	3	stimtrn_402.mp4	140.9943616	144.007402299999	1
90.0	3	stimtrn_403.mp4	147.019462799999	150.027892299999	n/a
96.0	3	stimtrn_404.mp4	153.028108299999	156.0448347	n/a
102.0	3	stimtrn_405.mp4	159.036851799999	162.044961099999	n/a
108.0	3	stimtrn_406.mp4	165.028766599999	168.036873299999	n/a
114.0	3	stimtrn_407.mp4	171.012050899999	174.0289634	n/a
120.0	3	stimtrn_408.mp4	177.029365399999	180.045896099999	n/a
126.0	3	stimtrn_409.mp4	182.954447799999	185.9626207	n/a
132.0	3	stimtrn_410.mp4	189.038069199999	192.048626499999	n/a
138.0	3	stimtrn_1322.mp4	195.063513399999	198.073797899999	n/a
144.0	3	stimtrn_412.mp4	201.038577899999	204.050661399999	n/a
150.0	3	stimtrn_413.mp4	207.0556949	210.0638736	n/a
156.0	3	stimtrn_414.mp4	213.0641617	216.072439599999	n/a
162.0	3	stimtrn_414.mp4	219.0228403	222.0309992	1
168.0	3	stimtrn_415.mp4	225.039678899999	228.0574273	n/a
174.0	3	stimtrn_416.mp4	231.0234203	234.040742199999	n/a
180.0	3	stimtrn_417.mp4	237.031897599999	240.048615699999	n/a
186.0	3	stimtrn_418.mp4	243.023936399999	246.032084999999	n/a
192.0	3	stimtrn_419.mp4	249.032275099999	252.040647899999	n/a
198.0	3	stimtrn_420.mp4	255.041057999999	258.057747599999	n/a
204.0	3	stimtrn_395.mp4	261.083207799999	264.104571899999	n/a
210.0	3	stimtrn_411.mp4	267.049942699999	270.066673	n/a
216.0	3	stimtrn_413.mp4	273.058565599999	276.075242799999	n/a
222.0	3	stimtrn_402.mp4	279.033870399999	282.0420081	n/a
228.0	3	stimtrn_1321.mp4	285.0339136	288.042294199999	n/a
234.0	3	stimtrn_394.mp4	291.0178452	294.025902399999	n/a
240.0	3	stimtrn_395.mp4	297.034569899999	300.045959199999	n/a
246.0	3	stimtrn_395.mp4	303.018281799999	306.0266001	1
252.0	3	stimtrn_399.mp4	309.026903199999	312.0373141	n/a
258.0	3	stimtrn_397.mp4	315.018849199999	318.0354747	n/a
264.0	3	stimtrn_393.mp4	321.019178999999	324.018949299999	n/a
270.0	3	stimtrn_396.mp4	327.019199499999	330.027638699999	n/a
276.0	3	stimtrn_408.mp4	333.0112159	336.032844499999	n/a
282.0	3	stimtrn_412.mp4	339.011516699999	342.019866599999	n/a
288.0	3	stimtrn_392.mp4	345.0367617	348.036664499999	n/a
294.0	3	stimtrn_403.mp4	350.995477299999	354.012103699999	n/a
300.0	3	stimtrn_404.mp4	356.987285899999	360.000581399999	n/a
306.0	3	stimtrn_415.mp4	363.0042647	366.004342499999	n/a
312.0	3	stimtrn_406.mp4	369.021277799999	372.037920499999	n/a
318.0	3	stimtrn_416.mp4	375.021481099999	378.038178699999	n/a
324.0	3	stimtrn_400.mp4	381.0385556	384.048707799999	n/a
330.0	3	stimtrn_409.mp4	387.0137439	390.030348799999	n/a
336.0	3	stimtrn_420.mp4	393.013917499999	396.035607899999	n/a
342.0	3	stimtrn_411.mp4	398.997721499999	402.008228699999	n/a
348.0	3	stimtrn_401.mp4	404.989500699999	407.999837599999	n/a
354.0	3	stimtrn_391.mp4	411.0566182	414.0647785	n/a
360.0	3	stimtrn_391.mp4	417.014846699999	420.0322592	1
366.0	3	stimtrn_414.mp4	423.0069861	426.023662599999	n/a
372.0	3	stimtrn_1322.mp4	429.015684299999	432.032268099999	n/a
378.0	3	stimtrn_407.mp4	435.007643599999	438.024232699999	n/a
384.0	3	stimtrn_417.mp4	441.041269899999	444.057848399999	n/a
390.0	3	stimtrn_405.mp4	447.024850099999	450.035583699999	n/a
396.0	3	stimtrn_419.mp4	453.0085073	456.0250144	n/a
402.0	3	stimtrn_410.mp4	459.0088408	462.025348499999	n/a
408.0	3	stimtrn_398.mp4	465.017290599999	468.027540699999	n/a
414.0	3	stimtrn_418.mp4	471.017481899999	474.025720599999	n/a
